review_id,product_name,review_title,review_text,text,rating,sentiment,label,source_url
4129,Desk Lamp,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,1,Negative,0,compiled_dataset_placeholder
7367,Bluetooth Speaker,It is okay,"The product works, but there are some things that could be improved. Shipping was also reasonable.","It is okay The product works, but there are some things that could be improved. Shipping was also reasonable.",3,Neutral,2,compiled_dataset_placeholder
3894,Air Fryer,Returned it,I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,Returned it I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
4568,Air Fryer,Poor quality,The item feels cheaply made and does not perform as described. I used it for a few weeks before writing this review.,Poor quality The item feels cheaply made and does not perform as described. I used it for a few weeks before writing this review.,1,Negative,0,compiled_dataset_placeholder
84,Desk Lamp,Solid quality,It feels well made and has held up well after repeated use. This review is based on regular home use.,Solid quality It feels well made and has held up well after repeated use. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
874,Backpack,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. Customer service was not needed.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
6951,Desk Lamp,It is okay,"The product works, but there are some things that could be improved. This review is based on regular home use.","It is okay The product works, but there are some things that could be improved. This review is based on regular home use.",3,Neutral,2,compiled_dataset_placeholder
4685,External Hard Drive,Frustrating experience,The setup was confusing and the product did not work consistently. The packaging was simple.,Frustrating experience The setup was confusing and the product did not work consistently. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
462,Water Bottle,Good everyday product,"This product is convenient, useful, and dependable for daily use. Customer service was not needed.","Good everyday product This product is convenient, useful, and dependable for daily use. Customer service was not needed.",5,Positive,1,compiled_dataset_placeholder
6599,External Hard Drive,Decent but not perfect,"The product is usable, but the quality and performance could be better. This review is based on regular home use.","Decent but not perfect The product is usable, but the quality and performance could be better. This review is based on regular home use.",3,Neutral,2,compiled_dataset_placeholder
552,Bluetooth Speaker,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far.",4,Positive,1,compiled_dataset_placeholder
5083,Gaming Mouse,Not worth the money,I had several issues with this product and would not recommend buying it. Shipping was also reasonable.,Not worth the money I had several issues with this product and would not recommend buying it. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
2375,Portable Monitor,Excellent product,The product works really well and feels reliable. I am happy with the quality and would recommend it.,Excellent product The product works really well and feels reliable. I am happy with the quality and would recommend it.,4,Positive,1,compiled_dataset_placeholder
6307,Bluetooth Speaker,Bad purchase,The product arrived with problems and did not function properly. The packaging was simple.,Bad purchase The product arrived with problems and did not function properly. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
4254,Coffee Maker,Frustrating experience,The setup was confusing and the product did not work consistently. I used it for a few weeks before writing this review.,Frustrating experience The setup was confusing and the product did not work consistently. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
2247,Laptop Stand,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use. This review is based on regular home use.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
7061,Keyboard,Decent but not perfect,"The product is usable, but the quality and performance could be better. I used it for a few weeks before writing this review.","Decent but not perfect The product is usable, but the quality and performance could be better. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
6282,Portable Monitor,Stopped working,It worked at first but then failed after only a few uses. I used it for a few weeks before writing this review.,Stopped working It worked at first but then failed after only a few uses. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
2451,Electric Toothbrush,Happy with it,The product arrived on time and matched the description. I would buy it again. The packaging was simple.,Happy with it The product arrived on time and matched the description. I would buy it again. The packaging was simple.,5,Positive,1,compiled_dataset_placeholder
2330,Robot Vacuum,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
6992,Laptop Stand,Fine for basic use,"It is acceptable for simple tasks, but I expected a little more for the price. I used it for a few weeks before writing this review.","Fine for basic use It is acceptable for simple tasks, but I expected a little more for the price. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
2147,Water Bottle,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. The packaging was simple.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. The packaging was simple.,5,Positive,1,compiled_dataset_placeholder
4340,Coffee Maker,Returned it,I ended up returning this because it did not work the way I needed it to.,Returned it I ended up returning this because it did not work the way I needed it to.,2,Negative,0,compiled_dataset_placeholder
7341,Water Bottle,Mixed experience,"Some features are useful, but other parts of the product are frustrating. I used it for a few weeks before writing this review.","Mixed experience Some features are useful, but other parts of the product are frustrating. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
6623,Smart Watch,Average product,"It does the basic job, but it is not especially impressive. I used it for a few weeks before writing this review.","Average product It does the basic job, but it is not especially impressive. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
651,Laptop Stand,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. This review is based on regular home use.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. This review is based on regular home use.",4,Positive,1,compiled_dataset_placeholder
7052,Robot Vacuum,Average product,"It does the basic job, but it is not especially impressive. I used it for a few weeks before writing this review.","Average product It does the basic job, but it is not especially impressive. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
709,Phone Charger,Great value,This was a great purchase for the price. It performs better than expected and was easy to use.,Great value This was a great purchase for the price. It performs better than expected and was easy to use.,4,Positive,1,compiled_dataset_placeholder
6416,Coffee Maker,Returned it,I ended up returning this because it did not work the way I needed it to. I used it for a few weeks before writing this review.,Returned it I ended up returning this because it did not work the way I needed it to. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
3905,Electric Toothbrush,Poor quality,The item feels cheaply made and does not perform as described. The packaging was simple.,Poor quality The item feels cheaply made and does not perform as described. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
5881,Tablet Case,Stopped working,It worked at first but then failed after only a few uses. Customer service was not needed.,Stopped working It worked at first but then failed after only a few uses. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
4092,Coffee Maker,Does not last,"After a few days of use, the product started showing problems and became unreliable.","Does not last After a few days of use, the product started showing problems and became unreliable.",2,Negative,0,compiled_dataset_placeholder
3064,Bluetooth Speaker,Excellent product,The product works really well and feels reliable. I am happy with the quality and would recommend it. Shipping was also reasonable.,Excellent product The product works really well and feels reliable. I am happy with the quality and would recommend it. Shipping was also reasonable.,4,Positive,1,compiled_dataset_placeholder
6002,Desk Lamp,Very disappointed,The product stopped working after a short time and did not meet my expectations.,Very disappointed The product stopped working after a short time and did not meet my expectations.,2,Negative,0,compiled_dataset_placeholder
3350,Blender,Frustrating experience,The setup was confusing and the product did not work consistently. Customer service was not needed.,Frustrating experience The setup was confusing and the product did not work consistently. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
1425,Electric Toothbrush,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. This review is based on regular home use.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
1217,Noise Cancelling Earbuds,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow. Customer service was not needed.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
5724,Coffee Maker,Does not last,"After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.","Does not last After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.",1,Negative,0,compiled_dataset_placeholder
1925,Coffee Maker,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. This review is based on regular home use.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
105,Phone Charger,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. Shipping was also reasonable.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. Shipping was also reasonable.",5,Positive,1,compiled_dataset_placeholder
1065,Smart Watch,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow. This review is based on regular home use.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
315,Fitness Tracker,Happy with it,The product arrived on time and matched the description. I would buy it again. The packaging was simple.,Happy with it The product arrived on time and matched the description. I would buy it again. The packaging was simple.,4,Positive,1,compiled_dataset_placeholder
1290,Smart Watch,Happy with it,The product arrived on time and matched the description. I would buy it again.,Happy with it The product arrived on time and matched the description. I would buy it again.,5,Positive,1,compiled_dataset_placeholder
1428,Coffee Maker,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. The packaging was simple.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. The packaging was simple.",4,Positive,1,compiled_dataset_placeholder
4163,Portable Monitor,Returned it,I ended up returning this because it did not work the way I needed it to. Shipping was also reasonable.,Returned it I ended up returning this because it did not work the way I needed it to. Shipping was also reasonable.,2,Negative,0,compiled_dataset_placeholder
5904,Tablet Case,Would not buy again,The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,Would not buy again The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
3130,Blender,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. Shipping was also reasonable.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
4305,Bluetooth Speaker,Bad purchase,The product arrived with problems and did not function properly. Customer service was not needed.,Bad purchase The product arrived with problems and did not function properly. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
6068,Desk Lamp,Very disappointed,The product stopped working after a short time and did not meet my expectations. Shipping was also reasonable.,Very disappointed The product stopped working after a short time and did not meet my expectations. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
3009,Blender,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
6208,Blender,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,1,Negative,0,compiled_dataset_placeholder
1106,Smart Watch,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. Shipping was also reasonable.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
4100,Electric Toothbrush,Does not last,"After a few days of use, the product started showing problems and became unreliable. I used it for a few weeks before writing this review.","Does not last After a few days of use, the product started showing problems and became unreliable. I used it for a few weeks before writing this review.",2,Negative,0,compiled_dataset_placeholder
5517,Gaming Mouse,Returned it,I ended up returning this because it did not work the way I needed it to. I used it for a few weeks before writing this review.,Returned it I ended up returning this because it did not work the way I needed it to. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
4608,Backpack,Bad purchase,The product arrived with problems and did not function properly. Shipping was also reasonable.,Bad purchase The product arrived with problems and did not function properly. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
7499,Electric Toothbrush,Decent but not perfect,"The product is usable, but the quality and performance could be better. The packaging was simple.","Decent but not perfect The product is usable, but the quality and performance could be better. The packaging was simple.",3,Neutral,2,compiled_dataset_placeholder
4032,Keyboard,Below expectations,The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,Below expectations The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
685,Noise Cancelling Earbuds,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use. I used it for a few weeks before writing this review.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use. I used it for a few weeks before writing this review.,4,Positive,1,compiled_dataset_placeholder
5492,Blender,Poor quality,The item feels cheaply made and does not perform as described. This review is based on regular home use.,Poor quality The item feels cheaply made and does not perform as described. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
6452,Coffee Maker,Returned it,I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,Returned it I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
2766,Wireless Headphones,Solid quality,It feels well made and has held up well after repeated use. I used it for a few weeks before writing this review.,Solid quality It feels well made and has held up well after repeated use. I used it for a few weeks before writing this review.,4,Positive,1,compiled_dataset_placeholder
5777,Laptop Stand,Very disappointed,The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,Very disappointed The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
3480,External Hard Drive,Not worth the money,I had several issues with this product and would not recommend buying it. The packaging was simple.,Not worth the money I had several issues with this product and would not recommend buying it. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
5842,Fitness Tracker,Does not last,"After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.","Does not last After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.",2,Negative,0,compiled_dataset_placeholder
2452,Water Bottle,Good everyday product,"This product is convenient, useful, and dependable for daily use.","Good everyday product This product is convenient, useful, and dependable for daily use.",5,Positive,1,compiled_dataset_placeholder
3612,External Hard Drive,Not worth the money,I had several issues with this product and would not recommend buying it.,Not worth the money I had several issues with this product and would not recommend buying it.,2,Negative,0,compiled_dataset_placeholder
327,Robot Vacuum,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
2653,Tablet Case,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. The packaging was simple.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. The packaging was simple.,5,Positive,1,compiled_dataset_placeholder
6274,Desk Lamp,Not worth the money,I had several issues with this product and would not recommend buying it.,Not worth the money I had several issues with this product and would not recommend buying it.,1,Negative,0,compiled_dataset_placeholder
2177,Backpack,Good everyday product,"This product is convenient, useful, and dependable for daily use. Customer service was not needed.","Good everyday product This product is convenient, useful, and dependable for daily use. Customer service was not needed.",5,Positive,1,compiled_dataset_placeholder
5894,Backpack,Returned it,I ended up returning this because it did not work the way I needed it to. The packaging was simple.,Returned it I ended up returning this because it did not work the way I needed it to. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
5843,Phone Charger,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,2,Negative,0,compiled_dataset_placeholder
6495,Smart Watch,Below expectations,The description made it sound better than it actually is. I was not satisfied.,Below expectations The description made it sound better than it actually is. I was not satisfied.,1,Negative,0,compiled_dataset_placeholder
3319,Air Fryer,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,1,Negative,0,compiled_dataset_placeholder
3718,Bluetooth Speaker,Returned it,I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,Returned it I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
3956,Wireless Headphones,Frustrating experience,The setup was confusing and the product did not work consistently. Shipping was also reasonable.,Frustrating experience The setup was confusing and the product did not work consistently. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
2788,Blender,Good everyday product,"This product is convenient, useful, and dependable for daily use. Customer service was not needed.","Good everyday product This product is convenient, useful, and dependable for daily use. Customer service was not needed.",5,Positive,1,compiled_dataset_placeholder
5108,Tablet Case,Bad purchase,The product arrived with problems and did not function properly. I used it for a few weeks before writing this review.,Bad purchase The product arrived with problems and did not function properly. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
3734,Robot Vacuum,Poor quality,The item feels cheaply made and does not perform as described. Shipping was also reasonable.,Poor quality The item feels cheaply made and does not perform as described. Shipping was also reasonable.,2,Negative,0,compiled_dataset_placeholder
1677,Keyboard,Happy with it,The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,Happy with it The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
349,External Hard Drive,Happy with it,The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,Happy with it The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
5472,Wireless Headphones,Frustrating experience,The setup was confusing and the product did not work consistently. This review is based on regular home use.,Frustrating experience The setup was confusing and the product did not work consistently. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
3227,Blender,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
4105,Phone Charger,Would not buy again,The quality was lower than expected and the performance was disappointing. The packaging was simple.,Would not buy again The quality was lower than expected and the performance was disappointing. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
4765,Laptop Stand,Below expectations,The description made it sound better than it actually is. I was not satisfied. I used it for a few weeks before writing this review.,Below expectations The description made it sound better than it actually is. I was not satisfied. I used it for a few weeks before writing this review.,1,Negative,0,compiled_dataset_placeholder
1627,Noise Cancelling Earbuds,Happy with it,The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,Happy with it The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
4564,Noise Cancelling Earbuds,Very disappointed,The product stopped working after a short time and did not meet my expectations. I used it for a few weeks before writing this review.,Very disappointed The product stopped working after a short time and did not meet my expectations. I used it for a few weeks before writing this review.,1,Negative,0,compiled_dataset_placeholder
3590,Gaming Mouse,Below expectations,The description made it sound better than it actually is. I was not satisfied. Customer service was not needed.,Below expectations The description made it sound better than it actually is. I was not satisfied. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
3923,Tablet Case,Frustrating experience,The setup was confusing and the product did not work consistently. The packaging was simple.,Frustrating experience The setup was confusing and the product did not work consistently. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
872,Wireless Headphones,Happy with it,The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,Happy with it The product arrived on time and matched the description. I would buy it again. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
4398,Bluetooth Speaker,Bad purchase,The product arrived with problems and did not function properly. The packaging was simple.,Bad purchase The product arrived with problems and did not function properly. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
2218,Backpack,Solid quality,It feels well made and has held up well after repeated use. I used it for a few weeks before writing this review.,Solid quality It feels well made and has held up well after repeated use. I used it for a few weeks before writing this review.,4,Positive,1,compiled_dataset_placeholder
3928,Phone Charger,Not worth the money,I had several issues with this product and would not recommend buying it. This review is based on regular home use.,Not worth the money I had several issues with this product and would not recommend buying it. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
2219,External Hard Drive,Solid quality,It feels well made and has held up well after repeated use. The packaging was simple.,Solid quality It feels well made and has held up well after repeated use. The packaging was simple.,4,Positive,1,compiled_dataset_placeholder
3327,Air Fryer,Stopped working,It worked at first but then failed after only a few uses. The packaging was simple.,Stopped working It worked at first but then failed after only a few uses. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
6308,Phone Charger,Stopped working,It worked at first but then failed after only a few uses. Customer service was not needed.,Stopped working It worked at first but then failed after only a few uses. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
5883,Smart Watch,Does not last,"After a few days of use, the product started showing problems and became unreliable. I used it for a few weeks before writing this review.","Does not last After a few days of use, the product started showing problems and became unreliable. I used it for a few weeks before writing this review.",2,Negative,0,compiled_dataset_placeholder
2122,Robot Vacuum,Solid quality,It feels well made and has held up well after repeated use.,Solid quality It feels well made and has held up well after repeated use.,5,Positive,1,compiled_dataset_placeholder
4727,Coffee Maker,Frustrating experience,The setup was confusing and the product did not work consistently. The packaging was simple.,Frustrating experience The setup was confusing and the product did not work consistently. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
3817,Electric Toothbrush,Very disappointed,The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,Very disappointed The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
6900,Gaming Mouse,Fine for basic use,"It is acceptable for simple tasks, but I expected a little more for the price. Customer service was not needed.","Fine for basic use It is acceptable for simple tasks, but I expected a little more for the price. Customer service was not needed.",3,Neutral,2,compiled_dataset_placeholder
86,Backpack,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. Shipping was also reasonable.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. Shipping was also reasonable.,4,Positive,1,compiled_dataset_placeholder
4296,Air Fryer,Very disappointed,The product stopped working after a short time and did not meet my expectations. The packaging was simple.,Very disappointed The product stopped working after a short time and did not meet my expectations. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
1878,Coffee Maker,Solid quality,It feels well made and has held up well after repeated use. Shipping was also reasonable.,Solid quality It feels well made and has held up well after repeated use. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
2802,Tablet Case,Good everyday product,"This product is convenient, useful, and dependable for daily use. Customer service was not needed.","Good everyday product This product is convenient, useful, and dependable for daily use. Customer service was not needed.",5,Positive,1,compiled_dataset_placeholder
7002,Wireless Headphones,Average product,"It does the basic job, but it is not especially impressive. Customer service was not needed.","Average product It does the basic job, but it is not especially impressive. Customer service was not needed.",3,Neutral,2,compiled_dataset_placeholder
2641,Fitness Tracker,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. This review is based on regular home use.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
6427,Tablet Case,Returned it,I ended up returning this because it did not work the way I needed it to. Shipping was also reasonable.,Returned it I ended up returning this because it did not work the way I needed it to. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
2881,Tablet Case,Excellent product,The product works really well and feels reliable. I am happy with the quality and would recommend it. This review is based on regular home use.,Excellent product The product works really well and feels reliable. I am happy with the quality and would recommend it. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
7129,Keyboard,Decent but not perfect,"The product is usable, but the quality and performance could be better. Shipping was also reasonable.","Decent but not perfect The product is usable, but the quality and performance could be better. Shipping was also reasonable.",3,Neutral,2,compiled_dataset_placeholder
495,Phone Charger,Happy with it,The product arrived on time and matched the description. I would buy it again.,Happy with it The product arrived on time and matched the description. I would buy it again.,5,Positive,1,compiled_dataset_placeholder
2020,Phone Charger,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
5754,Keyboard,Bad purchase,The product arrived with problems and did not function properly. The packaging was simple.,Bad purchase The product arrived with problems and did not function properly. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
2526,Tablet Case,Good everyday product,"This product is convenient, useful, and dependable for daily use. I used it for a few weeks before writing this review.","Good everyday product This product is convenient, useful, and dependable for daily use. I used it for a few weeks before writing this review.",5,Positive,1,compiled_dataset_placeholder
5830,Noise Cancelling Earbuds,Not worth the money,I had several issues with this product and would not recommend buying it. This review is based on regular home use.,Not worth the money I had several issues with this product and would not recommend buying it. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
4379,Noise Cancelling Earbuds,Stopped working,It worked at first but then failed after only a few uses. The packaging was simple.,Stopped working It worked at first but then failed after only a few uses. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
5957,Fitness Tracker,Below expectations,The description made it sound better than it actually is. I was not satisfied. This review is based on regular home use.,Below expectations The description made it sound better than it actually is. I was not satisfied. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
5523,External Hard Drive,Returned it,I ended up returning this because it did not work the way I needed it to. The packaging was simple.,Returned it I ended up returning this because it did not work the way I needed it to. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
1271,Water Bottle,Happy with it,The product arrived on time and matched the description. I would buy it again. This review is based on regular home use.,Happy with it The product arrived on time and matched the description. I would buy it again. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
4169,Water Bottle,Would not buy again,The quality was lower than expected and the performance was disappointing. Customer service was not needed.,Would not buy again The quality was lower than expected and the performance was disappointing. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
6331,Gaming Mouse,Does not last,"After a few days of use, the product started showing problems and became unreliable. This review is based on regular home use.","Does not last After a few days of use, the product started showing problems and became unreliable. This review is based on regular home use.",1,Negative,0,compiled_dataset_placeholder
2896,Blender,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
5787,Robot Vacuum,Very disappointed,The product stopped working after a short time and did not meet my expectations. I used it for a few weeks before writing this review.,Very disappointed The product stopped working after a short time and did not meet my expectations. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
6200,Smart Watch,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,2,Negative,0,compiled_dataset_placeholder
619,Tablet Case,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow. This review is based on regular home use.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
6425,Gaming Mouse,Returned it,I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,Returned it I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
3426,Water Bottle,Below expectations,The description made it sound better than it actually is. I was not satisfied. Shipping was also reasonable.,Below expectations The description made it sound better than it actually is. I was not satisfied. Shipping was also reasonable.,2,Negative,0,compiled_dataset_placeholder
4149,External Hard Drive,Stopped working,It worked at first but then failed after only a few uses. This review is based on regular home use.,Stopped working It worked at first but then failed after only a few uses. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
6466,Backpack,Below expectations,The description made it sound better than it actually is. I was not satisfied. Shipping was also reasonable.,Below expectations The description made it sound better than it actually is. I was not satisfied. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
4077,Phone Charger,Does not last,"After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.","Does not last After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.",2,Negative,0,compiled_dataset_placeholder
6162,Fitness Tracker,Very disappointed,The product stopped working after a short time and did not meet my expectations.,Very disappointed The product stopped working after a short time and did not meet my expectations.,2,Negative,0,compiled_dataset_placeholder
6970,Wireless Headphones,Average product,"It does the basic job, but it is not especially impressive. The packaging was simple.","Average product It does the basic job, but it is not especially impressive. The packaging was simple.",3,Neutral,2,compiled_dataset_placeholder
1414,Gaming Mouse,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow. I used it for a few weeks before writing this review.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow. I used it for a few weeks before writing this review.,5,Positive,1,compiled_dataset_placeholder
2202,Keyboard,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. This review is based on regular home use.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
2002,Air Fryer,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. This review is based on regular home use.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
